original_id,proposed_current_id,verified_current_id,mapping_method,supporting_sources,source_agreement,alternative_candidates,audit_status,audit_notes,manual_review_required
AO090003001140,AO090003001140,AO090003001140,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992216; RefSeq transcript:XM_001820181.3; RefSeq protein:XP_001820233.1; KEGG:aor:AO090003001140; KEGG->GeneID:5992216; KEGG->UniProt:Q2UJN4; UniProt:Q2UJN4,False
AO090003000967,AO090003000967,AO090003000967,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992063; RefSeq transcript:XM_023235114.1; RefSeq protein:XP_023090165.1; KEGG:aor:AO090003000967; KEGG->GeneID:5992063; KEGG->UniProt:Q2UK37; UniProt:Q2UK37,False
AO090701000814,AO090701000814,AO090701000814,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995660; RefSeq transcript:XM_001823551.3; RefSeq protein:XP_001823603.1; KEGG:aor:AO090701000814; KEGG->GeneID:5995660; KEGG->UniProt:Q2U7J5; UniProt:Q2U7J5,False
AO090003000057,AO090003000057,AO090003000057,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991278; RefSeq transcript:XM_001819243.1; RefSeq protein:XP_001819295.1; KEGG:aor:AO090003000057; KEGG->GeneID:5991278; KEGG->UniProt:Q2UMC2; UniProt:Q2UMC2,False
AO090003001225,AO090003001225,AO090003001225,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992283; RefSeq transcript:XM_001820248.3; RefSeq protein:XP_001820300.1; KEGG:aor:AO090003001225; KEGG->GeneID:5992283; KEGG->UniProt:Q2UJG7; UniProt:Q2UJG7,False
AO090038000177,AO090038000177,AO090038000177,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997235; RefSeq transcript:XM_023238409.1; RefSeq protein:XP_023093026.1; KEGG:aor:AO090038000177; KEGG->GeneID:5997235; KEGG->UniProt:Q2U358; UniProt:Q2U358,False
AO090003000829,AO090003000829,AO090003000829,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991945; RefSeq transcript:XM_023235055.1; RefSeq protein:XP_023090112.1; KEGG:aor:AO090003000829; KEGG->GeneID:5991945; KEGG->UniProt:Q2UKF5; UniProt:Q2UKF5,False
AO090011000579,AO090011000579,AO090011000579,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998295; RefSeq transcript:XM_001826140.3; RefSeq protein:XP_001826192.1; KEGG:aor:AO090011000579; KEGG->GeneID:5998295; KEGG->UniProt:Q2U056; UniProt:Q2U056,False
AO090009000361,AO090009000361,AO090009000361,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988766; RefSeq transcript:XM_023234927.1; RefSeq protein:XP_023088629.1; KEGG:aor:AO090009000361; KEGG->GeneID:5988766; KEGG->UniProt:Q2UUD2; UniProt:Q2UUD2,False
AO090102000101,AO090102000101,AO090102000101,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994387; RefSeq transcript:XM_001822290.3; RefSeq protein:XP_001822342.1; KEGG:aor:AO090102000101; KEGG->GeneID:5994387; KEGG->UniProt:Q2UB56; UniProt:Q2UB56,False
AO090009000707,AO090009000707,AO090009000707,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989051; RefSeq transcript:XM_001817069.1; RefSeq protein:XP_001817121.1; KEGG:aor:AO090009000707; KEGG->GeneID:5989051; KEGG->UniProt:Q2UTJ6; UniProt:Q2UTJ6,False
AO090701000790,AO090701000790,AO090701000790,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995639; RefSeq transcript:XM_023237150.1; RefSeq protein:XP_023092288.1; KEGG:aor:AO090701000790; KEGG->GeneID:5995639; KEGG->UniProt:Q2U7L6; UniProt:Q2U7L6,False
AO090701000148,AO090701000148,AO090701000148,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995086; RefSeq transcript:XM_001822977.3; RefSeq protein:XP_001823029.1; KEGG:aor:AO090701000148; KEGG->GeneID:5995086; KEGG->UniProt:Q2U969; UniProt:Q2U969,False
AO090023000762,AO090023000762,AO090023000762,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993271; RefSeq transcript:XM_001821217.3; RefSeq protein:XP_001821269.1; KEGG:aor:AO090023000762; KEGG->GeneID:5993271; KEGG->UniProt:Q2UGP8; UniProt:Q2UGP8,False
AO090005000811,AO090005000811,AO090005000811,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989774; RefSeq transcript:XM_023233930.1; RefSeq protein:XP_023089109.1; KEGG:aor:AO090005000811; KEGG->GeneID:5989774; KEGG->UniProt:Q2URI8; UniProt:Q2URI8,False
AO090023000485,AO090023000485,AO090023000485,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993030; RefSeq transcript:XM_001820976.3; RefSeq protein:XP_001821028.1; KEGG:aor:AO090023000485; KEGG->GeneID:5993030; KEGG->UniProt:Q2UHD9; UniProt:Q2UHD9,False
AO090038000451,AO090038000451,AO090038000451,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997465; RefSeq transcript:XM_001825318.3; RefSeq protein:XP_001825370.1; KEGG:aor:AO090038000451; KEGG->GeneID:5997465; KEGG->UniProt:Q2U2H8; UniProt:Q2U2H8,False
AO090009000257,AO090009000257,AO090009000257,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988672; RefSeq transcript:XM_023234439.1; RefSeq protein:XP_023088581.1; KEGG:aor:AO090009000257; KEGG->GeneID:5988672; KEGG->UniProt:Q2UUM5; UniProt:Q2UUM5,False
AO090001000698,AO090001000698,AO090001000698,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991161; RefSeq transcript:XM_001819138.3; RefSeq protein:XP_001819190.1; KEGG:aor:AO090001000698; KEGG->GeneID:5991161; KEGG->UniProt:Q2UMM7; UniProt:Q2UMM7,False
AO090001000747,AO090001000747,AO090001000747,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991208; RefSeq transcript:XM_023234692.1; RefSeq protein:XP_023089791.1; KEGG:aor:AO090001000747; KEGG->GeneID:5991208; KEGG->UniProt:Q2UMI0; UniProt:Q2UMI0,False
AO090166000087,AO090166000087,AO090166000087,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994924; RefSeq transcript:XM_023237080.1; RefSeq protein:XP_023091947.1; KEGG:aor:AO090166000087; KEGG->GeneID:5994924; KEGG->UniProt:Q2U9N0; UniProt:Q2U9N0,False
AO090701000218,AO090701000218,AO090701000218,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995145; RefSeq transcript:XM_023237422.1; RefSeq protein:XP_023092040.1; KEGG:aor:AO090701000218; KEGG->GeneID:5995145; UniProt:Q2U910,False
AO090001000429,AO090001000429,AO090001000429,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990922; RefSeq transcript:XM_023234547.1; RefSeq protein:XP_023089659.1; KEGG:aor:AO090001000429; KEGG->GeneID:5990922; UniProt:Q2UNB6,False
AO090001000733,AO090001000733,AO090001000733,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991195; RefSeq transcript:XM_001819172.3; RefSeq protein:XP_001819224.1; KEGG:aor:AO090001000733; KEGG->GeneID:5991195; KEGG->UniProt:Q00248; UniProt:Q00248,False
AO090120000344,AO090120000344,AO090120000344,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996326; RefSeq transcript:XM_001824015.3; RefSeq protein:XP_001824067.1; KEGG:aor:AO090120000344; KEGG->GeneID:5996326; KEGG->UniProt:Q2U681; UniProt:Q2U681,False
AO090010000769,AO090010000769,AO090010000769,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999853; RefSeq transcript:XM_001827667.1; RefSeq protein:XP_001827719.1; KEGG:aor:AO090010000769; KEGG->GeneID:5999853; KEGG->UniProt:Q2TVY7; UniProt:Q2TVY7,False
AO090003001001,AO090003001001,AO090003001001,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992095; RefSeq transcript:XM_001820060.3; RefSeq protein:XP_001820112.1; KEGG:aor:AO090003001001; KEGG->GeneID:5992095; KEGG->UniProt:Q2UK05; UniProt:Q2UK05,False
AO090701000381,AO090701000381,AO090701000381,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995290; RefSeq transcript:XM_001823181.3; RefSeq protein:XP_001823233.1; KEGG:aor:AO090701000381; KEGG->GeneID:5995290; KEGG->UniProt:Q2U8L5; UniProt:Q2U8L5,False
AO090001000706,AO090001000706,AO090001000706,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991227; RefSeq transcript:XM_001819146.1; RefSeq protein:XP_001819198.1; KEGG:aor:AO090001000706; KEGG->GeneID:5991227; KEGG->UniProt:Q2UML9; UniProt:Q2UML9,False
AO090020000105,AO090020000105,AO090020000105,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996558; RefSeq transcript:XM_023238159.1; RefSeq protein:XP_023092698.1; KEGG:aor:AO090020000105; KEGG->GeneID:5996558; UniProt:Q2U526,False
AO090012001021,AO090012001021,AO090012001021,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988424; RefSeq transcript:XM_001727898.3; RefSeq protein:XP_001727950.1; KEGG:aor:AO090012001021; KEGG->GeneID:5988424; KEGG->UniProt:Q2UBF4; UniProt:Q2UBF4,False
AO090023000336,AO090023000336,AO090023000336,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992899; RefSeq transcript:XM_023235546.1; RefSeq protein:XP_023090558.1; KEGG:aor:AO090023000336; KEGG->GeneID:5992899; UniProt:Q2UHS0,False
AO090005001528,AO090005001528,AO090005001528,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990387; RefSeq transcript:XM_001818390.3; RefSeq protein:XP_001818442.1; KEGG:aor:AO090005001528; KEGG->GeneID:5990387; KEGG->UniProt:Q2UPS5; UniProt:Q2UPS5,False
AO090023000824,AO090023000824,AO090023000824,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993330; RefSeq transcript:XM_001821276.3; RefSeq protein:XP_001821328.1; KEGG:aor:AO090023000824; KEGG->GeneID:5993330; KEGG->UniProt:Q2UGI9; UniProt:Q2UGI9,False
AO090003000095,AO090003000095,AO090003000095,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991311; RefSeq transcript:XM_001819276.3; RefSeq protein:XP_001819328.1; KEGG:aor:AO090003000095; KEGG->GeneID:5991311; KEGG->UniProt:Q2UM89; UniProt:Q2UM89,False
AO090005000157,AO090005000157,AO090005000157,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989212; RefSeq transcript:XM_023234241.1; RefSeq protein:XP_023088835.1; KEGG:aor:AO090005000157; KEGG->GeneID:5989212; UniProt:Q2UT50,False
AO090003000016,AO090003000016,AO090003000016,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991241; RefSeq transcript:XM_001819206.3; RefSeq protein:XP_001819258.1; KEGG:aor:AO090003000016; KEGG->GeneID:5991241; KEGG->UniProt:Q2UMF9; UniProt:Q2UMF9,False
AO090701000060,AO090701000060,AO090701000060,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995010; RefSeq transcript:XM_023237486.1; RefSeq protein:XP_023091983.1; KEGG:aor:AO090701000060; KEGG->GeneID:5995010; UniProt:Q2U9E5,False
AO090102000273,AO090102000273,AO090102000273,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994527; RefSeq transcript:XM_023236901.1; RefSeq protein:XP_023091746.1; KEGG:aor:AO090102000273; KEGG->GeneID:5994527; UniProt:Q2UAR6,False
AO090003000015,AO090003000015,AO090003000015,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991240; RefSeq transcript:XM_001819205.3; RefSeq protein:XP_001819257.1; KEGG:aor:AO090003000015; KEGG->GeneID:5991240; KEGG->UniProt:Q2UMG0; UniProt:Q2UMG0,False
AO090005000451,AO090005000451,AO090005000451,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989462; RefSeq transcript:XM_001817465.3; RefSeq protein:XP_001817517.1; KEGG:aor:AO090005000451; KEGG->GeneID:5989462; KEGG->UniProt:Q2USF0; UniProt:Q2USF0,False
AO090001000574,AO090001000574,AO090001000574,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991056; RefSeq transcript:XM_001819033.3; RefSeq protein:XP_001819085.1; KEGG:aor:AO090001000574; KEGG->GeneID:5991056; KEGG->UniProt:Q2UMY2; UniProt:Q2UMY2,False
AO090003001069,AO090003001069,AO090003001069,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992155; RefSeq transcript:XM_023235158.1; RefSeq protein:XP_023090203.1; KEGG:aor:AO090003001069; KEGG->GeneID:5992155; UniProt:Q2UJU5,False
AO090005001595,AO090005001595,AO090005001595,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990447; RefSeq transcript:XM_001818450.3; RefSeq protein:XP_001818502.3; KEGG:aor:AO090005001595; KEGG->GeneID:5990447; KEGG->UniProt:Q2UPL5; UniProt:Q2UPL5,False
AO090003000295,AO090003000295,AO090003000295,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991481; RefSeq transcript:XM_001819446.3; RefSeq protein:XP_001819498.1; KEGG:aor:AO090003000295; KEGG->GeneID:5991481; KEGG->UniProt:Q2ULR9; UniProt:Q2ULR9,False
AO090026000504,AO090026000504,AO090026000504,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993972; RefSeq transcript:XM_023236035.1; RefSeq protein:XP_023091060.1; KEGG:aor:AO090026000504; KEGG->GeneID:5993972; UniProt:Q2UES3,False
AO090023000831,AO090023000831,AO090023000831,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993336; RefSeq transcript:XM_023235781.1; RefSeq protein:XP_023090769.1; KEGG:aor:AO090023000831; KEGG->GeneID:5993336; UniProt:Q2UGI3,False
AO090009000655,AO090009000655,AO090009000655,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989008; RefSeq transcript:XM_023236212.1; RefSeq protein:XP_023088745.1; KEGG:aor:AO090009000655; KEGG->GeneID:5989008; KEGG->UniProt:Q2UTN9; UniProt:Q2UTN9,False
AO090026000726,AO090026000726,AO090026000726,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994162; RefSeq transcript:XM_001822082.3; RefSeq protein:XP_001822134.1; KEGG:aor:AO090026000726; KEGG->GeneID:5994162; KEGG->UniProt:Q2UE83; UniProt:Q2UE83,False
AO090011000535,AO090011000535,AO090011000535,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998257; RefSeq transcript:XM_001826102.3; RefSeq protein:XP_001826154.1; KEGG:aor:AO090011000535; KEGG->GeneID:5998257; KEGG->UniProt:Q2U094; UniProt:Q2U094,False
AO090003001085,AO090003001085,AO090003001085,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992167; RefSeq transcript:XM_001820132.3; RefSeq protein:XP_001820184.1; KEGG:aor:AO090003001085; KEGG->GeneID:5992167; KEGG->UniProt:Q2UJT3; UniProt:Q2UJT3,False
AO090005001114,AO090005001114,AO090005001114,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990030; RefSeq transcript:XM_023233161.1; RefSeq protein:XP_023089229.1; KEGG:aor:AO090005001114; KEGG->GeneID:5990030; KEGG->UniProt:Q2UQT2; UniProt:Q2UQT2,False
AO090011000777,AO090011000777,AO090011000777,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998459; RefSeq transcript:XM_001826304.3; RefSeq protein:XP_001826356.1; KEGG:aor:AO090011000777; KEGG->GeneID:5998459; KEGG->UniProt:Q2TZP2; UniProt:Q2TZP2,False
AO090001000748,AO090001000748,AO090001000748,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991209; RefSeq transcript:XM_001819186.3; RefSeq protein:XP_001819238.3; KEGG:aor:AO090001000748; KEGG->GeneID:5991209; KEGG->UniProt:Q2UMH9; UniProt:Q2UMH9,False
AO090003000071,AO090003000071,AO090003000071,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991291; RefSeq transcript:XM_023234718.1; RefSeq protein:XP_023089815.1; KEGG:aor:AO090003000071; KEGG->GeneID:5991291; UniProt:Q2UMA9,False
AO090102000559,AO090102000559,AO090102000559,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994756; RefSeq transcript:XM_001822659.3; RefSeq protein:XP_001822711.1; KEGG:aor:AO090102000559; KEGG->GeneID:5994756; KEGG->UniProt:Q2UA37; UniProt:Q2UA37,False
AO090003000947,AO090003000947,AO090003000947,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992046; RefSeq transcript:XM_023235106.1; RefSeq protein:XP_023090157.1; KEGG:aor:AO090003000947; KEGG->GeneID:5992046; KEGG->UniProt:Q2UK54; UniProt:Q2UK54,False
AO090120000290,AO090120000290,AO090120000290,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996278; RefSeq transcript:XM_001823967.3; RefSeq protein:XP_001824019.1; KEGG:aor:AO090120000290; KEGG->GeneID:5996278; KEGG->UniProt:Q2U6C9; UniProt:Q2U6C9,False
AO090005001381,AO090005001381,AO090005001381,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990253; RefSeq transcript:XM_001818256.3; RefSeq protein:XP_001818308.1; KEGG:aor:AO090005001381; KEGG->GeneID:5990253; KEGG->UniProt:Q2UQ59; UniProt:Q2UQ59,False
AO090023000714,AO090023000714,AO090023000714,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993229; RefSeq transcript:XM_001821175.3; RefSeq protein:XP_001821227.1; KEGG:aor:AO090023000714; KEGG->GeneID:5993229; KEGG->UniProt:Q2UGU0; UniProt:Q2UGU0,False
AO090020000084,AO090020000084,AO090020000084,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996543; RefSeq transcript:XM_023238166.1; RefSeq protein:XP_023092691.1; KEGG:aor:AO090020000084; KEGG->GeneID:5996543; KEGG->UniProt:Q2U541; UniProt:Q2U541,False
AO090020000338,AO090020000338,AO090020000338,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996756; RefSeq transcript:XM_001824618.3; RefSeq protein:XP_001824670.1; KEGG:aor:AO090020000338; KEGG->GeneID:5996756; KEGG->UniProt:Q2U4H8; UniProt:Q2U4H8,False
AO090001000417,AO090001000417,AO090001000417,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990910; RefSeq transcript:XM_001818887.3; RefSeq protein:XP_001818939.1; KEGG:aor:AO090001000417; KEGG->GeneID:5990910; KEGG->UniProt:Q2UNC8; UniProt:Q2UNC8,False
AO090012001005,AO090012001005,AO090012001005,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988409; RefSeq transcript:XM_001727883.3; RefSeq protein:XP_001727935.1; KEGG:aor:AO090012001005; KEGG->GeneID:5988409; KEGG->UniProt:Q2UBG9; UniProt:Q2UBG9,False
AO090003000397,AO090003000397,AO090003000397,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991565; RefSeq transcript:XM_023234874.1; RefSeq protein:XP_023089950.1; KEGG:aor:AO090003000397; KEGG->GeneID:5991565; KEGG->UniProt:Q2ULI5; UniProt:Q2ULI5,False
AO090003000679,AO090003000679,AO090003000679,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991812; RefSeq transcript:XM_001819777.3; RefSeq protein:XP_001819829.1; KEGG:aor:AO090003000679; KEGG->GeneID:5991812; KEGG->UniProt:Q2UKT8; UniProt:Q2UKT8,False
AO090003000692,AO090003000692,AO090003000692,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991824; RefSeq transcript:XM_023234992.1; RefSeq protein:XP_023090056.1; KEGG:aor:AO090003000692; KEGG->GeneID:5991824; UniProt:Q2UKS6,False
AO090003000056,AO090003000056,AO090003000056,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991277; RefSeq transcript:XM_001819242.3; RefSeq protein:XP_001819294.1; KEGG:aor:AO090003000056; KEGG->GeneID:5991277; KEGG->UniProt:Q2UMC3; UniProt:Q2UMC3,False
AO090001000434,AO090001000434,AO090001000434,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990926; RefSeq transcript:XM_023234550.1; RefSeq protein:XP_023089662.1; KEGG:aor:AO090001000434; KEGG->GeneID:5990926; KEGG->UniProt:Q2UNB2; UniProt:Q2UNB2,False
AO090206000022,AO090206000022,AO090206000022,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998647; RefSeq transcript:XM_001826479.3; RefSeq protein:XP_001826531.1; KEGG:aor:AO090206000022; KEGG->GeneID:5998647; KEGG->UniProt:Q2PIX6; UniProt:Q2PIX6,False
AO090005001643,AO090005001643,AO090005001643,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990490; RefSeq transcript:XM_023236546.1; RefSeq protein:XP_023089450.1; KEGG:aor:AO090005001643; KEGG->GeneID:5990490; KEGG->UniProt:Q2UPH2; UniProt:Q2UPH2,False
AO090009000668,AO090009000668,AO090009000668,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989017; RefSeq transcript:XM_001817035.3; RefSeq protein:XP_001817087.1; KEGG:aor:AO090009000668; KEGG->GeneID:5989017; KEGG->UniProt:Q2UTN0; UniProt:Q2UTN0,False
AO090003000842,AO090003000842,AO090003000842,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991956; RefSeq transcript:XM_001819921.3; RefSeq protein:XP_001819973.1; KEGG:aor:AO090003000842; KEGG->GeneID:5991956; KEGG->UniProt:Q877B9; UniProt:Q877B9,False
AO090003000853,AO090003000853,AO090003000853,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991965; RefSeq transcript:XM_023235064.1; RefSeq protein:XP_023090119.1; KEGG:aor:AO090003000853; KEGG->GeneID:5991965; KEGG->UniProt:Q2UKD5; UniProt:Q2UKD5,False
AO090038000586,AO090038000586,AO090038000586,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997580; RefSeq transcript:XM_023238224.1; RefSeq protein:XP_023093195.1; KEGG:aor:AO090038000586; KEGG->GeneID:5997580; KEGG->UniProt:Q2U263; UniProt:Q2U263,False
AO090003000682,AO090003000682,AO090003000682,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991815; RefSeq transcript:XM_023234990.1; RefSeq protein:XP_023090054.1; KEGG:aor:AO090003000682; KEGG->GeneID:5991815; UniProt:Q2UKT5,False
AO090010000460,AO090010000460,AO090010000460,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999580; RefSeq transcript:XM_023233638.1; RefSeq protein:XP_023094194.1; KEGG:aor:AO090010000460; KEGG->GeneID:5999580; KEGG->UniProt:Q2TWR0; UniProt:Q2TWR0,False
AO090010000771,AO090010000771,AO090010000771,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999855; RefSeq transcript:XM_001827669.1; RefSeq protein:XP_001827721.1; KEGG:aor:AO090010000771; KEGG->GeneID:5999855; KEGG->UniProt:Q2TVY5; UniProt:Q2TVY5,False
AO090012000838,AO090012000838,AO090012000838,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988265; RefSeq transcript:XM_001727739.3; RefSeq protein:XP_001727791.1; KEGG:aor:AO090012000838; KEGG->GeneID:5988265; KEGG->UniProt:Q2UBW3; UniProt:Q2UBW3,False
AO090023000986,AO090023000986,AO090023000986,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993476; RefSeq transcript:XM_023235858.1; RefSeq protein:XP_023090838.1; KEGG:aor:AO090023000986; KEGG->GeneID:5993476; KEGG->UniProt:Q2UG43; UniProt:Q2UG43,False
AO090003000509,AO090003000509,AO090003000509,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991664; RefSeq transcript:XM_001819629.3; RefSeq protein:XP_001819681.1; KEGG:aor:AO090003000509; KEGG->GeneID:5991664; KEGG->UniProt:Q2UL86; UniProt:Q2UL86,False
