record_id,ao_locus_tag,gene_name,function,subsystem,subsystem_source,subsystem_confidence,subsystem_rationale,pathway_order,compartment,sig_all_three,direction_all_three,manual_review_required,secondary_subsystems,placement_status
AOR00332,AO090026000605,,Qc-SNARE,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,vesicle,False,,False,,assigned
AOR00333,AO090011000398,,Dynamin GTPase,hdsv,liu2014,high,Verified Liu 2014 Table S1 subsystem.,110.0,vesicle,False,,False,,assigned
AOR00334,AO090102000348,,Dynamin GTPase,hdsv,liu2014,high,Verified Liu 2014 Table S1 subsystem.,110.0,vesicle,False,,False,,assigned
AOR00335,AO090113000006,,"CPY; Vacuolar protein sorting , vacuolar protein sorting",cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,vacuole,False,,False,,assigned
AOR00336,AO090701000263,,"COPII; Vesicular transport of proteins between ER and Golgi, membrane coat complex Retromer, subunit VPS5/SNX1",copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,vesicle,False,,False,,assigned
AOR00337,AO090023000765,,"Rab5 GTPase; Vesicle trafficking/transport , GTPase (early to late endosome) ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00338,AO090012000925,,"COPII; Vesicular transport of proteins between ER and Golgi, membrane coat complex Retromer, subunit VPS29/PEP11",copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,vesicle,False,,False,,assigned
AOR00339,AO090026000225,,"CPY; Vacuolar protein sorting , Probable vacuolar sorting protein hbrA ",cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,vacuole,False,,False,,assigned
AOR00340,AO090003000586,,"Retromer coat; Vesicular transport of proteins between ER and Golgi, membrane coat complex Retromer, subunit VPS35",cpy_pathway,current_annotation,medium,Specific current database function annotation.,120.0,membrane,False,,False,,assigned
AOR00341,AO090005001298,,"CPY; Vacuolar protein sorting , vacuolar protein sorting AAA-ATPase (endosome to vacuole) ",cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,unknown,False,,False,,assigned
AOR00342,AO090003000675,,"CPY; Vacuolar protein sorting , VPS (Golgi to vacuole) ",cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,vacuole,False,,False,,assigned
AOR00343,AO090701000053,,"CPY; Vacuolar protein sorting , vacuolar sorting protein VPS45/Stt10 (Sec1 family)(Golgi to endosome)",cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,membrane,False,,False,,assigned
AOR00344,AO090009000311,,"COPII; Vesicular transport of proteins between ER and Golgi, membrane coat complex Retromer, subunit VPS5/SNX1",copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,unknown,False,,False,,assigned
AOR00345,AO090003000939,,"CPY; Vacuolar protein sorting , vacuolar protein sorting",cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,Golgi,False,,False,,assigned
AOR00346,AO090003000609,,Proteolysis,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00347,AO090003000972,,Vacuolar protein sorting,cpy_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,120.0,vacuole,False,,False,,assigned
AOR00348,AO090009000688,gmt1,GDP-Mannose transporter,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00349,AO090012000979,,VTC subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00350,AO090011000795,,VTC subunit,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,True,,unassigned
AOR00351,AO090003001144,,Qb.III.b type SNARE,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,membrane,False,,False,,assigned
AOR00352,AO090020000468,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex, βSU",er_glycosylation,liu2014_description+uniprot+kegg_ko,high,"WBP1 is the ER oligosaccharyltransferase beta subunit (KO K12670), making N-glycan transfer its most specific function.",30.0,unknown,False,,False,folding,assigned
AOR00353,AO090003000068,,Ser/Thr kinase: septin assembly,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00354,AO090003000801,,Chaperone for protein translocation,folding,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",40.0,ER,False,,True,,uncertain
AOR00355,AO090003000506,,Invertase secretion in yeast,folding,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",40.0,unknown,False,,False,,assigned
AOR00356,AO090701000164,,COPII/Golgi fusion,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,True,up,False,,assigned
AOR00357,AO090003000038,,Interacts with Rab GTPases,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,membrane,False,,False,,assigned
AOR00358,AO090023000584,,R.II tye SNARE,snare,liu2014,high,Verified Liu 2014 Table S1 subsystem.,140.0,unknown,False,,False,,assigned
AOR00359,AO090009000178,,"α-1,2-Mannosidase",erad,aspergillus_homolog+uniprot+yeast_ortholog+kegg_ko,medium,The A. oryzae protein is a class I alpha-mannosidase (KO K01230); its MNL2 ortholog is ER-localized and functions in ERAD quality control.,60.0,unknown,False,,False,er_glycosylation,assigned
AOR00360,AO090005000158,,Supressor of Bud 5,putative_mitochondria_protein,liu2014,high,Verified Liu 2014 Table S1 subsystem.,180.0,unknown,False,,False,,assigned
AOR00361,AO090011000717,,ER tubular morphology,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,False,,False,,unassigned
AOR00362,AO090023000334,,ERADL,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,True,up,False,,assigned
AOR00363,AO090102000638,,"COPII; Vesicle trafficking/transport , GTPase (cis to medial Golgi) ",copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,vesicle,False,,False,,assigned
AOR00364,AO090005000880,,"Rab11 GTPase, COPI; Vesicle trafficking/transport ",copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,membrane,False,,False,,assigned
AOR00365,AO090003000619,,"Vesicle trafficking/transport , ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00366,AO090012000273,,"Rab6 GTPase SrgC, CPY; Vesicle trafficking/transport , GTPase (Golgi to vacuole)",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00367,AO090120000329,,"CPY; Vesicle trafficking/transport , GTPase (late endosome to vacuole) ",,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,False,,False,,unassigned
AOR00368,AO090005000965,,Proteolysis,mitochondrial_m_aaa_protease,liu2014,high,Verified Liu 2014 Table S1 subsystem.,190.0,unknown,False,,False,,assigned
AOR00369,AO090011000292,,DnaJ protein,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,False,,False,,unassigned
