record_id,ao_locus_tag,liu_ao_locus_tag,liu_source_raw,liu_table_row,gene_name,function,record_type,subsystem,subsystem_source,subsystem_confidence,subsystem_rationale,pathway_order,compartment,compartment_source,compartment_confidence,glycosylation_role,glycosylation_role_source,glycosylation_role_confidence,sig_all_three,direction_all_three,record_origin,evidence_source,yeast_ortholog,citation,mapping_status,mapping_method,manual_review_required,uniprot_accession,kegg_gene_id,kegg_ko,ncbi_gene_id
AOR00132,AO090023000840,AO090023000840,|wang et al 2010-AO||,S1:134,,"ERADL; Protein degradation , DnaJ co-chaperone ",machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,HLJ1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGH4,aor:AO090023000840,ko:K09518,5993345
AOR00133,AO090120000217,AO090120000217,|wang et al 2010-AO||,S1:135,,"Lipid/inositol metabolism , 3-Hydroxy-3-methylglutaryl-coenzyme A reductase 2 ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,HMG2 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U6I9,aor:AO090120000217,ko:K00021,
AOR00134,AO090003001503,AO090003001503,bhits|||,S1:136,,"α-1,6-Mannosyltransferase",machinery_component,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,Golgi,subsystem_inference,medium,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,unknown,HOC1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UIS1,aor:AO090003001503,,5992529
AOR00135,AO090010000615,AO090010000615,||Oliveira et al (2010)|,S1:137,,"α-1,6-Mannosyltransferase",machinery_component,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,Golgi,subsystem_inference,medium,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,aspergillus_homolog,HOC1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TWC8,aor:AO090010000615,,
AOR00136,AO090120000208,AO090120000208,inparanoid+besthit|wang et al 2010-AO||,S1:138,,"Golgi processing; Glycosylation/modification , α-1,6-mannosyltransferase ",machinery_component,golgi_processing,liu2014_description,medium,Specific function stated in Liu 2014 description.,90.0,unknown,uniprot_conflict,low,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,yeast_inference,HOC1/OCH1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U6J6,aor:AO090120000208,ko:K05528,5996211
AOR00137,AO090005000658,AO090005000658,inparanoid+besthit|wang et al 2010-AO||,S1:139,,"ERADL; Protein degradation , Zinc finger for ER degradation E3 ",machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,HRD1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2URX1,aor:AO090005000658,ko:K10601,
AOR00138,AO090003000492,AO090003000492,inparanoid+besthit|wang et al 2010-AO||,S1:140,,"ERADL; Protein degradation , HMG-CoAg reductase degradation ",machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,unassigned,low,none,,,False,,liu2014,yeast_inference,HRD3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UL99,aor:AO090003000492,ko:K14026,10099376
AOR00139,AO090026000593,AO090026000593,||Oliveira et al 2010-A. niger|,S1:141,,Ser/Thr kinase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,HRR25,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UEJ4,aor:AO090026000593,ko:K14758,5994051
AOR00140,AO090102000620,AO090102000620,||Oliveira et al 2010-A. niger|,S1:142,,Hsp90 chaperone SspB,machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,HSC82,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9Y1,aor:AO090102000620,ko:K04079,
AOR00141,AO090011000764,AO090011000764,|wang et al 2010-AO||,S1:143,,"Protein folding/UPR , Heat shock protein, 60 kDa ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,HSP60 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZQ3,aor:AO090011000764,ko:K04077,
AOR00142,AO090009000400,AO090009000400,|wang et al 2010-AO||,S1:144,,"protein folding; Protein folding/UPR , UDP-galactose transporter ",machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,unknown,HUT1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UU98,aor:AO090009000400,ko:K15275,5988799
AOR00143,AO090020000450,AO090020000450,||Oliveira et al 2010-A. niger|,S1:145,,HexA protein: Woronin body,machinery_component,translation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,170.0,cytosol,subsystem_inference,medium,none,,,False,,liu2014,aspergillus_homolog,HYP2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U480,aor:AO090020000450,,
AOR00144,AO090701000359,AO090701000359,|wang et al 2010-AO||,S1:146,,"Cellular export and secretion , Putative myo-inositol-1-phosphate synthase ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,unknown,INO1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U8N4,aor:AO090701000359,ko:K01858,5995271
AOR00145,AO090005000934,AO090005000934,|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:147,,"Protein folding/UPR , Serine/threonine protein kinase UPR ",machinery_component,folding,liu2014_description,medium,Specific function stated in Liu 2014 description.,40.0,membrane,uniprot,high,none,,,False,,liu2014,unknown,IRE1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UR79,aor:AO090005000934,ko:K08852,
AOR00146,AO090020000010,AO090020000010,bhits|||,S1:148,,protein folding,machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,uniprot,high,none,,,True,up,liu2014,unknown,JEM1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U5A5,aor:AO090020000010,ko:K09523,5996479
AOR00147,AO090003000257,AO090003000257,inparanoid+besthit|wang et al 2010-AO||,S1:149,,"ERADL; Protein folding/UPR , ER chaperone bipA ",machinery_component,folding,curated_liu_composite,high,KAR2/BiP is the primary ER Hsp70 folding chaperone; its ERAD contribution is secondary quality-control context.,40.0,ER,uniprot,high,none,,,True,up,liu2014,yeast_inference,KAR2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULV1,aor:AO090003000257,ko:K09490,
AOR00148,AO090003000735,AO090003000735,||Oliveira et al 2010-A. niger|,S1:150,,Oxysterol binding protein,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,KES1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UKN5,aor:AO090003000735,ko:K20465,5991865
AOR00149,AO090005001632,AO090005001632,inparanoid+besthit|||,S1:151,kex1,Golgi processing,machinery_component,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,KEX1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UPI1,aor:AO090005001632,ko:K01288,
AOR00150,AO090009000291,AO090009000291,inparanoid+besthit|||,S1:152,,Golgi processing,machinery_component,golgi_processing,liu2014,high,Verified Liu 2014 Table S1 subsystem.,90.0,membrane,uniprot,high,none,,,False,,liu2014,yeast_inference,KEX2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UUJ5,aor:AO090009000291,ko:K01341,
AOR00151,AO090010000465,AO090010000465,inparanoid+besthit|||,S1:153,,Golgi processing,machinery_component,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,Golgi,subsystem_inference,medium,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,yeast_inference,"KRE2, KTR1, KTR3",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TWQ5,aor:AO090010000465,ko:K10967,5999585
AOR00152,AO090011000515,AO090011000515,||Oliveira et al 2010-A. niger|,S1:154,,UDP-Glc glucosyltransferase,machinery_component,beta_1_6_glucan_biosynthesis,liu2014,high,Verified Liu 2014 Table S1 subsystem.,160.0,ER,uniprot,high,none,,,True,up,liu2014,aspergillus_homolog,KRE5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U0A7,aor:AO090011000515,ko:K11718,5998244
AOR00153,AO090102000391,AO090102000391,||Oliveira et al (2010)|,S1:155,,"α-1,2-Mannosyltransferase",machinery_component,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,Golgi,subsystem_inference,medium,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,aspergillus_homolog,KTR1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UAG8,aor:AO090102000391,ko:K03854,5994625
AOR00154,AO090120000333,AO090120000333,||Oliveira et al 2010-A. niger|,S1:156,,"α-1,2-Mannosyltransferase",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,aspergillus_homolog,KTR5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U691,aor:AO090120000333,ko:K03854,5996316
AOR00155,AO090005001222,AO090005001222,inparanoid+besthit|wang et al 2010-AO||,S1:157,,"protein folding; Protein folding/UPR , ER lumen Hsp70 chaperone ",machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,uniprot,high,none,,,True,up,liu2014,yeast_inference,LHS1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQJ4,aor:AO090005001222,ko:K09486,5990118
AOR00156,AO090026000314,AO090026000314,||Oliveira et al 2010-A. niger|,S1:158,,PtdIns 4-kinase: actin polymerization,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,LSB6,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UF79,aor:AO090026000314,ko:K13711,5993816
AOR00157,AO090011000320,AO090011000320,inparanoid+besthit|||,S1:159,mcd4,GPI biosynthesis,machinery_component,gpi_biosynthesis,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,50.0,unknown,uniprot_conflict,low,gpi_anchor,yeast_scaffold,medium,False,,liu2014,yeast_inference,MCD4,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U0S9,aor:AO090011000320,ko:K05285,5998072
AOR00158,AO090005000459,AO090005000459,||Oliveira et al 2010-A. niger|,S1:160,,Myosin light chain,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,MLC1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2USE3,aor:AO090005000459,,5989469
AOR00159,AO090038000608,AO090038000608,inparanoid+besthit|||,S1:161,,ERADL,machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,MNL1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U244,aor:AO090038000608,,5997599
AOR00160,AO090012000403,AO090012000403,inparanoid+besthit|||,S1:162,,Golgi processing,machinery_component,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,Golgi,subsystem_inference,medium,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,yeast_inference,MNN10,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UCX9,aor:AO090012000403,ko:K05531,5987899
AOR00161,AO090003001140,AO090003001140,inparanoid+besthit|||,S1:163,,Golgi processing,machinery_component,golgi_processing,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,90.0,Golgi,subsystem_inference,medium,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,yeast_inference,MNN11,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJN4,aor:AO090003001140,ko:K05532,5992216
AOR00162,AO090003000967,AO090003000967,|wang et al 2010-AO||,S1:164,,"Glycosylation/modification , Regulates mannosylphosphorylation ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,unknown,MNN4 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UK37,aor:AO090003000967,,5992063
AOR00163,AO090701000814,AO090701000814,inparanoid+besthit|||,S1:165,,ERADC,machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,uniprot_conflict,low,golgi_mannosylation,liu_description_or_current_annotation,medium,False,,liu2014,yeast_inference,MNN9,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U7J5,aor:AO090701000814,ko:K05529,5995660
AOR00164,AO090003000057,AO090003000057,inparanoid+besthit|||,S1:166,,protein folding,machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,MNS1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMC2,aor:AO090003000057,ko:K23741,5991278
AOR00165,AO090003001225,AO090003001225,|wang et al 2010-AO||,S1:167,,"Glycosylation/modification , class I α-mannosidase ",machinery_component,er_glycosylation,liu2014_description+uniprot+kegg_ko,high,Class I alpha-mannosidase (KO K01230) performs ER N-glycan mannose trimming; ER quality control is a secondary role.,30.0,unknown,uniprot_conflict,low,n_glycan_trimming,curated_multi_source_evidence,high,False,,liu2014,unknown,MNS1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJG7,aor:AO090003001225,ko:K01230,5992283
AOR00166,AO090038000177,AO090038000177,|wang et al 2010-AO||,S1:168,,"Glycosylation/modification , α-1,3-mannosyltransferase ",machinery_component,golgi_processing,kegg_pathway,low,"Single mapped KEGG pathway; broad, low-confidence placement.",90.0,membrane,uniprot,high,golgi_mannosylation,kegg_ko,medium,False,,liu2014,unknown,MNT2 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U358,aor:AO090038000177,ko:K10968,5997235
AOR00167,AO090003000829,AO090003000829,|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:169,,"Protein folding/UPR , Protein disulfide isomerase prpA ",machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,uniprot,high,none,,,True,up,liu2014,unknown,MPD1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UKF5,aor:AO090003000829,ko:K09584,5991945
AOR00168,AO090011000579,AO090011000579,||Oliveira et al (2010)|,S1:170,,Protein disulfide isomerase,machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,MPD1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U056,aor:AO090011000579,ko:K13996,5998295
AOR00169,AO090009000361,AO090009000361,||Oliveira et al 2010-A. niger|,S1:171,,Sorting receptor vacuolar hydrolases,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,MRL1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UUD2,aor:AO090009000361,ko:K10089,5988766
AOR00170,AO090102000101,AO090102000101,||Oliveira et al 2010-A. niger|,S1:172,mvp1,PtdIns-3-P binding protein,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,MVP1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UB56,aor:AO090102000101,ko:K17922,5994387
AOR00171,AO090009000707,AO090009000707,||Oliveira et al 2010-A. niger|,S1:173,,Myosin motor,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,MYO2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UTJ6,aor:AO090009000707,ko:K10357,5989051
AOR00172,AO090701000790,AO090701000790,|wang et al 2010-AO||,S1:174,,"Cellular export and secretion , Involved in nonclassical protein export pathway ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,uniprot,high,none,,,False,,liu2014,unknown,NCE102 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U7L6,aor:AO090701000790,ko:K27384,5995639
AOR00173,AO090701000148,AO090701000148,||Oliveira et al 2010-A. niger|,S1:175,,Flippase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,NEO1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U969,aor:AO090701000148,ko:K01530,5995086
AOR00174,AO090023000762,AO090023000762,||Oliveira et al 2010-A. niger|,S1:176,,N-myristoyl transferase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,NMT1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGP8,aor:AO090023000762,ko:K00671,5993271
AOR00175,AO090005000811,AO090005000811,inparanoid+besthit|||,S1:177,npl4,ERADL,machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,NPL4,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2URI8,,ko:K14015,5989774
AOR00176,AO090023000485,AO090023000485,||Oliveira et al 2010-A. niger|,S1:178,,R.III type SNARE,machinery_component,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,NYV1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UHD9,aor:AO090023000485,ko:K08515,5993030
AOR00177,AO090038000451,AO090038000451,||Oliveira et al 2010-A. niger|,S1:179,,P-loop ATPase,machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,cytosol,uniprot,high,none,,,True,down,liu2014,aspergillus_homolog,OLA1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U2H8,aor:AO090038000451,ko:K19788,5997465
AOR00178,AO090009000257,AO090009000257,|wang et al 2010-AO||,S1:180,,"ERADL; Protein degradation , conserved ER protein ",machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,membrane,uniprot,high,none,,,False,,liu2014,unknown,ORM1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UUM5,aor:AO090009000257,ko:K28680,5988672
AOR00179,AO090001000698,AO090001000698,inparanoid+besthit|wang et al 2010-AO||,S1:181,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex, αSU ",machinery_component,er_glycosylation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,30.0,unknown,uniprot_conflict,low,n_glycan_transfer,liu2014,high,True,up,liu2014,yeast_inference,"OST1, OST2",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMM7,aor:AO090001000698,ko:K12666,5991161
AOR00180,AO090001000747,AO090001000747,inparanoid+besthit|wang et al 2010-AO||,S1:182,,"Erglycosylation; Glycosylation/modification , oligosaccharyltransferase complex, γSU ",machinery_component,er_glycosylation,liu2014,high,Verified Liu 2014 Table S1 subsystem.,30.0,unknown,uniprot_conflict,low,n_glycan_transfer,liu2014,high,True,up,liu2014,yeast_inference,"OST3, OST6",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMI0,aor:AO090001000747,ko:K12669,5991208
AOR00181,AO090166000087,AO090166000087,bhits|||,S1:183,,ERglycosylation,machinery_component,er_glycosylation,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,30.0,membrane,uniprot,high,n_glycan_transfer,yeast_scaffold,medium,False,,liu2014,unknown,OST5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9N0,aor:AO090166000087,,5994924
AOR00182,AO090701000218,AO090701000218,||Oliveira et al 2010-A. niger|,S1:184,pbn1,GPI Man-transferase subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,PBN1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U910,,,
AOR00183,AO090001000429,AO090001000429,bhits|||,S1:185,,Phosphoglucomutase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,PCM1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UNB6,aor:AO090001000429,ko:K01836,
AOR00184,AO090001000733,AO090001000733,inparanoid+besthit|wang et al 2010-AO||,S1:186,pdiA,"protein folding; Protein folding/UPR , Protein disulfide isomerase pdiAh ",machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,uniprot,high,none,,,True,up,liu2014,yeast_inference,PDI1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q00248,aor:AO090001000733,ko:K09580,5991195
AOR00185,AO090120000344,AO090120000344,|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:187,,"Protein folding/UPR , Protein disulfide isomerase tigA ",machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,subsystem_inference,medium,none,,,False,,liu2014,unknown,PDI1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U681,aor:AO090120000344,ko:K09584,5996326
AOR00186,AO090010000769,AO090010000769,||Oliveira et al 2010-A. niger|,S1:188,vps10,Sorting receptor vacuolar hydrolases,machinery_component,cpy_pathway,current_annotation,medium,Specific current database function annotation.,120.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,PEP1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TVY7,aor:AO090010000769,ko:K28985,5999853
AOR00187,AO090003001001,AO090003001001,||Oliveira et al 2010-A. niger|,S1:189,,Retromer coat,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,PEP8,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UK05,aor:AO090003001001,ko:K18466,5992095
AOR00188,AO090701000381,AO090701000381,|wang et al 2010-AO||,S1:190,,"Protein degradation , E2 ubiquitin-conjugating enzyme—peroxin ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,PEX4 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U8L5,aor:AO090701000381,ko:K10689,
AOR00189,AO090001000706,AO090001000706,|wang et al 2010-AO||,S1:191,,"Cellular export and secretion , Secretory pathway Ca2 &#1;-ATPase pmrA ",machinery_component,golgi_processing,liu2014,high,Verified Liu 2014 Table S1 subsystem.,90.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,PMR1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UML9,aor:AO090001000706,ko:K01537,
AOR00190,AO090020000105,AO090020000105,inparanoid+besthit|||,S1:192,,ERglycosylation,machinery_component,er_glycosylation,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,30.0,unknown,uniprot_conflict,low,n_glycan_transfer,yeast_scaffold,medium,False,,liu2014,yeast_inference,"PMT1, PMT5",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U526,aor:AO090020000105,ko:K00728,
AOR00191,AO090012001021,AO090012001021,inparanoid+besthit|||,S1:193,,ERglycosylation,machinery_component,er_glycosylation,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,30.0,unknown,uniprot_conflict,low,n_glycan_transfer,yeast_scaffold,medium,False,,liu2014,yeast_inference,"PMT2, PMT3, PMT6",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UBF4,aor:AO090012001021,ko:K00728,
AOR00192,AO090023000336,AO090023000336,inparanoid+besthit|wang et al 2010-AO||,S1:194,,"Erglycosylation; Glycosylation/modification , O-mannosyltransferase ",machinery_component,er_glycosylation,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,30.0,unknown,uniprot_conflict,low,n_glycan_transfer,yeast_scaffold,medium,False,,liu2014,yeast_inference,PMT4,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UHS0,aor:AO090023000336,ko:K00728,
AOR00193,AO090005001528,AO090005001528,inparanoid+besthit|||,S1:195,png1,ERADL,machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,unknown,unassigned,low,none,,,False,,liu2014,yeast_inference,PNG1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UPS5,aor:AO090005001528,ko:K01456,5990387
AOR00194,AO090023000824,AO090023000824,||Oliveira et al 2010-A. niger|,S1:196,,20S CP proteasomal β subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,PRE1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGI9,aor:AO090023000824,ko:K02734,
AOR00195,AO090003000095,AO090003000095,bhits|||,S1:197,,20S CP proteasomal β subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,unknown,PRE2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UM89,aor:AO090003000095,ko:K02737,
AOR00196,AO090005000157,AO090005000157,||Oliveira et al 2010-A. niger|,S1:198,,20S CP proteasomal β subunit,machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,PRE3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UT50,aor:AO090005000157,ko:K02738,
AOR00197,AO090003000016,AO090003000016,||Oliveira et al 2010-A. niger|,S1:199,,20S CP proteasomal β subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,PRE4,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMF9,aor:AO090003000016,ko:K02736,
